,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
DNAJC1,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
EBLN1,-0.00025466117551286357,-0.12238254594249946,0.010099397106771098,0.0011443975918775202,-0.047262182974947275,0.4815870199832934,-0.14225684375032074,-0.3317300522764334,-0.004785403586538805,0.06647884172207225,0.0762059565078604,-0.013400882729188724,0.20569078618981376
COMMD3,-0.0005124844300895662,-0.11668593448168663,0.010040213917128588,0.0014471112956376602,-0.044824368695179646,0.48438201251678187,-0.14639390974834027,-0.325754102840727,-0.006275087690643643,0.06903036210718481,0.07510547917007883,-0.013943040641759837,0.2049603475202118
COMMD3-BMI1,-0.00035899343658073765,-0.11079054423829221,0.009271606538530115,0.0009486023538812365,-0.04562833937055358,0.4918792318225694,-0.13990869259680797,-0.3227988005197575,-0.005570706173125064,0.07015668382150164,0.07685856252446499,-0.014877447191160307,0.18707088636710836
BMI1,-0.0003174518276560853,-0.10830516521813353,0.00906515874193198,0.0007960314686269518,-0.04587345779794559,0.49394504888836965,-0.13702751249492004,-0.3209559971906479,-0.005319424940787739,0.07058218488472731,0.07715478965972898,-0.015287053706157272,0.1799277262443107
SPAG6,-0.0003163865166861397,-0.10830231839911189,0.009058813867941018,0.0007938544138524184,-0.045867252829053455,0.4939489637828681,-0.13702689729181863,-0.32095132552115907,-0.0053189269644549194,0.07056888960290889,0.07715574528920725,-0.015285022150505244,0.17993028218185475
PIP4K2A,-0.0006147545477079733,-0.11044223628426926,0.00850801602302187,0.0008206338172344628,-0.046789569128600716,0.49949236817126025,-0.13848050813345317,-0.3176164381687022,-0.005757248449572481,0.07178448172263843,0.07138345448166836,-0.014884013517715221,0.1719137859556581
ARMC3,-0.011436484509230484,-0.14838206809990695,-0.002378627394941964,0.0019255457453204554,-0.06414706649621636,0.5910682302410261,-0.15091459411887506,-0.19646818265618532,-0.015884701765927163,0.08776857820929175,0.003346822642751044,-0.0020496785138254888,0.033926888174832304
MSRB2,-0.00031746548675679954,-0.10831014957099686,0.00905678637026282,0.0007939483229929457,-0.045870601818476485,0.493969307497584,-0.13703228280010998,-0.3209393902223424,-0.005320522883853513,0.0705733239462302,0.07713428458069971,-0.015283586854120158,0.17990111019736024
PTF1A,-0.00031746548675679954,-0.10831014957099686,0.00905678637026282,0.0007939483229929457,-0.045870601818476485,0.493969307497584,-0.13703228280010998,-0.3209393902223424,-0.005320522883853513,0.0705733239462302,0.07713428458069971,-0.015283586854120158,0.17990111019736024
C10orf67,-0.00031746548675679954,-0.10831014957099686,0.00905678637026282,0.0007939483229929457,-0.045870601818476485,0.493969307497584,-0.13703228280010998,-0.3209393902223424,-0.005320522883853513,0.0705733239462302,0.07713428458069971,-0.015283586854120158,0.17990111019736024
OTUD1,-0.00031746548675679954,-0.10831014957099686,0.00905678637026282,0.0007939483229929457,-0.045870601818476485,0.493969307497584,-0.13703228280010998,-0.3209393902223424,-0.005320522883853513,0.0705733239462302,0.07713428458069971,-0.015283586854120158,0.17990111019736024
KIAA1217,-0.0007099878998988123,-0.10261592405715417,0.009389540286111246,0.0010874182629655536,-0.04266873093348036,0.4985180458884675,-0.13734820722501423,-0.3175932327783203,-0.005628938379542195,0.07263698750057306,0.07502489214423401,-0.016081587858642585,0.17831489109076343
ARHGAP21,-0.0016102221937664128,-0.09108054399825635,0.012699078274295448,0.001211249434792006,-0.029168291412017353,0.4993282402317784,-0.13556307937528764,-0.34086494468236533,-0.000761758484881315,0.06430858894172228,0.07410487030962389,-0.01683619945314225,0.20701830096328247
PRTFDC1,-0.00021413967292285182,-0.10254528938038857,0.008022049544677522,0.0021969071125743896,-0.03976175047511802,0.484959539250069,-0.12632568409302242,-0.31874924381916664,-0.0044351895247970044,0.04927383026523011,0.08795417911993776,-0.016478483186617064,0.20223729284452052
ENKUR,-0.00021413967292285182,-0.10254528938038857,0.008022049544677522,0.0021969071125743896,-0.03976175047511802,0.484959539250069,-0.12632568409302242,-0.31874924381916664,-0.0044351895247970044,0.04927383026523011,0.08795417911993776,-0.016478483186617064,0.20223729284452052
THNSL1,-0.00021413967292285182,-0.10254528938038857,0.008022049544677522,0.0021969071125743896,-0.03976175047511802,0.484959539250069,-0.12632568409302242,-0.31874924381916664,-0.0044351895247970044,0.04927383026523011,0.08795417911993776,-0.016478483186617064,0.20223729284452052
GPR158,-7.411906040854142e-05,-0.10353509743741109,0.009371963091204626,0.0014626594677433003,-0.03583424639087636,0.488608882828122,-0.13380498770005655,-0.31583828755159343,-0.0014821429108874149,0.05281363159405084,0.08924823601682397,-0.012315860273315752,0.2004203116427861
MYO3A,-0.0012078500831121004,-0.09325360006673328,0.014824548108749842,0.000351561079979086,-0.025358265373123155,0.5032344209946001,-0.14331447252572033,-0.33737526967314474,0.0025756465435988166,0.0694900309824212,0.07555507856145308,-0.01171518770615516,0.2065940207901627
GAD2,-0.001311435556835962,-0.08937051460965124,0.014358016026444306,0.00013598727672754988,-0.0254840762071773,0.5074686818008499,-0.13628412293574138,-0.3400015389490855,0.003138323289677259,0.07482797764395736,0.07797500067090658,-0.01287700537734441,0.21131556361230217
APBB1IP,-0.002743199191301316,-0.021446042235030053,0.006870234923782157,-0.003413599703413008,-0.023924570349300556,0.5224127973291545,-0.030963860478901494,-0.32417218458406205,0.01319469952620249,0.17743029590518308,0.09255375282272399,-0.034909075604592825,0.23221128445420308
PDSS1,-0.002743199191301316,-0.021446042235030053,0.006870234923782157,-0.003413599703413008,-0.023924570349300556,0.5224127973291545,-0.030963860478901494,-0.32417218458406205,0.01319469952620249,0.17743029590518308,0.09255375282272399,-0.034909075604592825,0.23221128445420308
ABI1,-0.002743199191301316,-0.021446042235030053,0.006870234923782157,-0.003413599703413008,-0.023924570349300556,0.5224127973291545,-0.030963860478901494,-0.32417218458406205,0.01319469952620249,0.17743029590518308,0.09255375282272399,-0.034909075604592825,0.23221128445420308
ANKRD26,-0.002743199191301316,-0.021446042235030053,0.006870234923782157,-0.003413599703413008,-0.023924570349300556,0.5224127973291545,-0.030963860478901494,-0.32417218458406205,0.01319469952620249,0.17743029590518308,0.09255375282272399,-0.034909075604592825,0.23221128445420308
